2,-3411.96
3,-1825.94
4,-3863.98
5,-4230.98
6,-1831.92
7,-3044.9400000000005
8,-1363.97
9,-3821.94
10,-1435.91
11,-2618.95
12,-2232.9
13,-1832.92
14,-1413.89
15,619.13
16,-2618.95
17,-2215.94
18,-2215.9399999999996
19,-1822.9199999999998
20,-1812.9300000000003
21,-1812.93
22,-2618.95
23,-2215.94
24,-2176.8900000000003
25,-1812.93
26,-1812.9300000000003
27,-1812.93
28,-1406.91
29,-1409.92
30,-1409.9199999999998
31,-1409.92
32,-3408.95
33,-3005.94
34,-3005.9399999999996
35,-2602.9300000000003
36,-2602.9300000000003
37,-2602.9300000000003
38,-2199.92
39,-2199.92
40,-2199.92
41,-1406.91
42,-1406.9100000000003
43,-4198.95
44,-3795.94
45,-3795.9399999999996
46,-3392.9300000000003
47,-3392.9300000000003
48,-3392.9300000000003
49,-2989.92
50,-2989.92
51,-2989.92
52,-2196.91
53,-2196.9100000000003
54,-1422.93
55,-2196.91
56,-1403.9
57,-1403.8999999999999
58,-1403.9
59,-1838.94
60,-1435.93
61,-1435.9299999999998
62,-1032.92
63,-1032.9200000000003
64,-1032.92
65,-1838.94
66,-1435.93
67,-1435.93
68,-1032.92
69,-1032.92
70,-1032.92
71,-629.9100000000001
72,-629.9100000000001
73,-629.9100000000001
74,-2628.94
75,-2225.9300000000003
76,-2225.93
77,-1822.92
78,-1822.9200000000003
79,-1822.92
80,-1419.91
81,-1419.9099999999999
82,-1419.91
83,-626.9000000000001
84,-626.9000000000001
85,-626.9000000000001
86,-3418.94
87,-3015.9300000000003
88,-3015.93
89,-2612.92
90,-2612.92
91,-2612.92
92,-2209.91
93,-2209.91
94,-2209.91
95,-1416.9
96,-1416.9000000000003
97,-1416.9
98,-623.8900000000001
99,-623.8900000000001
100,-623.8900000000001
101,-4208.9400000000005
102,-3805.93
103,-3805.93
104,-3402.92
105,-3402.92
106,-3402.92
107,-2999.91
108,-2999.91
109,-2999.91
110,-2206.9
111,-2206.9000000000005
112,-2206.9
113,-1413.89
114,-1413.8899999999999
115,-620.8800000000001
116,-620.8800000000001
117,-1058.93
118,-655.9200000000001
119,-655.9200000000001
120,-252.91000000000008
121,-252.91000000000008
122,-252.91000000000008
123,150.0999999999999
124,-249.9000000000001
125,160.07999999999993
126,173.0999999999999
127,-649.9000000000001
128,-239.92000000000007
129,-226.9000000000001
130,170.05999999999995
131,183.07999999999993
132,196.0999999999999
133,-1049.9
134,-639.9200000000001
135,-626.9000000000001
136,-229.94000000000005
137,-216.92000000000007
138,-203.9000000000001
139,180.03999999999996
140,193.05999999999995
141,206.07999999999993
142,219.0999999999999
143,140.1099999999999
144,550.0899999999999
145,563.1099999999999
146,-259.8900000000001
147,150.08999999999992
148,163.1099999999999
149,560.0699999999999
150,573.0899999999999
151,586.1099999999999
152,-659.8900000000003
153,-249.91000000000008
154,-236.8900000000001
155,160.06999999999994
156,173.08999999999992
157,186.1099999999999
158,570.05
159,583.0699999999999
160,596.0899999999999
161,609.1099999999999
162,-1059.8900000000003
163,-649.9099999999999
164,-636.8900000000003
165,-239.93000000000006
166,-226.91000000000008
167,-213.8900000000001
168,170.04999999999995
169,183.06999999999994
170,196.08999999999992
171,209.1099999999999
172,593.05
173,606.0699999999999
174,619.0899999999999
175,632.1099999999999
176,130.1199999999999
177,540.0999999999999
178,553.1199999999999
179,950.0799999999999
180,963.1
181,976.12
182,-269.8800000000001
183,140.0999999999999
184,153.1199999999999
185,550.0799999999999
186,563.0999999999999
187,576.1199999999999
188,960.06
189,973.0799999999999
190,986.1
191,999.12
192,-669.8800000000001
193,-259.9000000000001
194,-246.8800000000001
195,150.07999999999993
196,163.0999999999999
197,176.1199999999999
198,560.06
199,573.0799999999999
200,586.0999999999999
201,599.1199999999999
202,983.06
203,996.0799999999999
204,1009.1
205,1022.12
206,-659.9000000000001
207,-646.8800000000001
208,-249.92000000000007
209,-236.9000000000001
210,-223.8800000000001
211,160.05999999999995
212,173.07999999999993
213,186.0999999999999
214,199.1199999999999
215,583.06
216,596.0799999999999
217,609.0999999999999
218,622.1199999999999
219,1006.06
220,1019.0799999999999
221,1032.1
222,1045.12
223,120.12999999999988
224,530.1099999999999
225,543.1299999999999
226,940.09
227,953.11
228,966.13
229,1350.07
230,1363.09
231,1376.11
232,1389.1299999999999
233,-279.8700000000001
234,130.1099999999999
235,143.12999999999988
236,540.0899999999999
237,553.1099999999999
238,566.1299999999999
239,950.0699999999999
240,963.09
241,976.11
242,989.13
243,1373.07
244,1386.09
245,1399.11
246,1412.1299999999999
247,-269.8900000000001
248,-256.8700000000001
249,140.08999999999992
250,153.1099999999999
251,166.12999999999988
252,550.0699999999999
253,563.0899999999999
254,576.1099999999999
255,589.1299999999999
256,973.0699999999999
257,986.09
258,999.11
259,1012.13
260,1396.07
261,1409.09
262,1422.11
263,1435.1299999999999
264,-259.9100000000001
265,-246.8900000000001
266,-233.87000000000012
267,150.06999999999994
268,163.08999999999992
269,176.1099999999999
270,189.12999999999988
271,573.0699999999999
272,586.0899999999999
273,599.1099999999999
274,612.1299999999999
275,996.0699999999999
276,1009.09
277,1022.11
278,1035.1299999999999
279,1419.07
280,1432.09
281,1445.11
282,1458.1299999999999
283,110.13999999999987
284,520.1199999999999
285,533.1399999999999
286,930.1
287,943.12
288,956.14
289,1340.08
290,1353.1
291,1366.12
292,1379.1399999999999
293,1763.08
294,1763.08
295,1763.08
296,1763.08
297,1763.08
298,1763.08
299,1763.08
300,1763.08
301,1763.08
302,1763.08
303,1763.08
304,1763.08
305,1763.08
306,1763.08
307,1763.08
308,1763.08
309,1763.08
310,1763.08
311,1763.08
312,1763.08
313,1763.08
314,1763.08
315,1763.08
316,1763.08
317,1763.08
318,1763.08
319,1763.08
320,1763.08
321,1763.08
322,1763.08
323,1763.08
324,1763.08
325,1763.08
326,1763.08
327,1763.08
328,1763.08
329,1763.08
330,1763.08
331,1763.08
332,1763.08
333,1763.08
334,1763.08
335,1763.08
336,1763.08
337,1763.08
338,1763.08
339,1763.08
340,1763.08
341,1763.08
342,1763.08
343,1763.08
344,1763.08
345,1763.08
346,1763.08
347,1763.08
348,1763.08
349,1763.08
350,1763.08
351,1763.08
352,1763.08
353,1763.08
354,1763.08
355,1763.08
356,1763.08
357,1763.08
358,1763.08
359,1763.08
360,1763.08
361,1763.08
362,1763.08
363,1763.08
364,1763.08
365,1763.08
366,1763.08
367,1763.08
368,1763.08
369,1763.08
370,1763.08
371,1763.08
372,1763.08
373,1763.08
374,1763.08
375,1763.08
376,1763.08
377,1763.08
378,1763.08
379,1763.08
380,1763.08
381,1763.08
382,1763.08
383,1763.08
384,1763.08
385,1763.08
386,1763.08
387,1763.08
388,1763.08
389,1763.08
390,1763.08
391,1763.08
392,1763.08
393,1763.08
394,1763.08
395,1763.08
396,1763.08
397,1763.08
398,1763.08
399,1763.08
400,1763.08
401,1763.08
402,1763.08
403,1763.08
404,1763.08
405,1763.08
406,1763.08
407,1763.08
408,1763.08
409,1763.08
410,1763.08
411,1763.08
412,1763.08
413,1763.08
414,1763.08
415,1763.08
416,1763.08
417,1763.08
418,1763.08
419,1763.08
420,1763.08
421,1763.08
422,1763.08
423,1763.08
424,1763.08
425,1763.08
426,1763.08
427,1763.08
428,1763.08
429,1763.08
430,1763.08
431,1763.08
432,1763.08
433,1763.08
434,1763.08
435,1763.08
436,1763.08
437,1763.08
438,1763.08
439,1763.08
440,1763.08
441,1763.08
442,1763.08
443,1763.08
444,1763.08
445,1763.08
446,1763.08
447,1763.08
448,1763.08
449,1763.08
450,1763.08
451,1763.08
452,1763.08
453,1763.08
454,1763.08
455,1763.08
456,1763.08
457,1763.08
458,1763.08
459,1763.08
460,1763.08
461,1763.08
462,1763.08
463,1763.08
464,1763.08
465,1763.08
466,1763.08
467,1763.08
468,1763.08
469,1763.08
470,1763.08
471,1763.08
472,1763.08
473,1763.08
474,1763.08
475,1763.08
476,1763.08
477,1763.08
478,1763.08
479,1763.08
480,1763.08
481,1763.08
482,1763.08
483,1763.08
484,1763.08
485,1763.08
486,1763.08
487,1763.08
488,1763.08
489,1763.08
490,1763.08
491,1763.08
492,1763.08
493,1763.08
494,1763.08
495,1763.08
496,1763.08
497,1763.08
498,1763.08
499,1763.08
500,1763.08
501,1763.08
