Request ID,SMT,Service Requested,Date,Time
1,True,Std,20190101,0004
2,False,Std,20190101,0015
3,False,Spd,20190101,0117
4,True,Std,20190101,0206
5,False,Std,20190101,0317
6,False,Std,20190101,0435
7,True,Std,20190101,0445
8,False,Std,20190101,0447
9,False,Exp,20190101,0444
10,False,Exp,20190101,0442
11,False,Std,20190101,0551
12,True,Std,20190101,0540
13,False,Std,20190101,0807
14,False,Std,20190101,0851
15,False,Std,20190102,0046
16,False,Std,20190102,0101
17,False,Std,20190102,0114
18,False,Std,20190102,0133
19,True,Std,20190102,0323
20,False,Std,20190102,0334
21,False,Std,20190102,0356
22,True,Spd,20190102,0358
23,False,Std,20190102,0332
24,False,Std,20190102,0402
25,False,Exp,20190102,04010
26,False,Std,20190102,0509
27,False,Std,20190102,0552
28,True,Std,20190102,0718
29,False,Std,20190102,0821
30,True,Std,20190103,00010
31,False,Std,20190103,0036
32,False,Std,20190103,0009
33,True,Std,20190103,0030
34,True,Spd,20190103,0021
35,False,Std,20190103,0040
36,True,Spd,20190103,0034
37,False,Std,20190103,0107
38,False,Std,20190103,0200
39,False,Std,20190103,0342
40,True,Exp,20190103,0332
41,False,Std,20190103,0340
42,False,Std,20190103,0448
43,False,Std,20190103,0442
44,False,Std,20190103,0560
45,False,Std,20190103,0556
46,False,Std,20190103,0602
47,False,Std,20190104,0147
48,False,Std,20190104,0217
49,False,Std,20190104,0238
50,False,Std,20190104,0355
51,False,Std,20190104,0356
52,True,Spd,20190104,0324
53,False,Std,20190104,0452
54,False,Std,20190104,0457
55,False,Std,20190104,0540
56,True,Spd,20190104,0605
57,False,Exp,20190105,0023
58,False,Std,20190105,0204
59,False,Std,20190105,0304
60,False,Std,20190105,0303
61,False,Std,20190105,0320
62,False,Std,20190105,0344
63,False,Std,20190105,0438
64,False,Std,20190105,0455
65,False,Std,20190105,0539
66,True,Std,20190105,0515
67,True,Std,20190105,0514
68,False,Std,20190105,0556
69,False,Std,20190105,0615
70,False,Exp,20190105,0739
71,True,Std,20190105,0751
72,False,Std,20190105,0837
73,False,Std,20190105,0817
74,True,Std,20190106,0004
75,False,Std,20190106,0021
76,True,Spd,20190106,0059
77,True,Spd,20190106,0107
78,False,Std,20190106,0306
79,True,Std,20190106,0302
80,False,Std,20190106,0351
81,False,Std,20190106,0505
82,False,Std,20190106,0518
83,True,Std,20190106,0543
84,False,Std,20190106,0633
85,False,Exp,20190106,0739
86,True,Std,20190106,0839
87,False,Std,20190106,0858
